T,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.23,0.00252871,0.00505491,0.00757614,0.01008988,0.01259367,0.01508502,0.01756150,0.02002064,0.02246002,0.02487723,0.02726990,0.02963565,0.03197216,0.03427712,0.03654824,0.03878330,0.04098009,0.04313643,0.04525020,0.04731931,0.04934173,0.05131545,0.05323853,0.05510907,0.05692522,0.05868520,0.06038726,0.06202972,0.06361097,0.06512945,0.06658364,0.06797213,0.06929354,0.07054656,0.07172997,0.07284258,0.07388331,0.07485112,0.07574506,0.07656426,0.07730789,0.07797523,0.07856562,0.07907847,0.07951328,0.07986962,0.08014714,0.08034557,0.08046470,0.08050443,0.08046470,0.08034557,0.08014714,0.07986962,0.07951328,0.07907847,0.07856562,0.07797523,0.07730789,0.07656426,0.07574507,0.07485112,0.07388331,0.07284258,0.07172997,0.07054657,0.06929354,0.06797214,0.06658365,0.06512945,0.06361098,0.06202973,0.06038726,0.05868520,0.05692523,0.05510907,0.05323853,0.05131545,0.04934173,0.04731932,0.04525020,0.04313643,0.04098009,0.03878330,0.03654825,0.03427712,0.03197216,0.02963566,0.02726990,0.02487724,0.02246002,0.02002064,0.01756150,0.01508503,0.01259367,0.01008988,0.00757614,0.00505492,0.00252871,0.00000000
0.24,0.00250355,0.00500462,0.00750076,0.00998949,0.01246837,0.01493494,0.01738677,0.01982144,0.02223655,0.02462972,0.02699858,0.02934080,0.03165406,0.03393608,0.03618461,0.03839743,0.04057236,0.04270724,0.04479998,0.04684851,0.04885081,0.05080489,0.05270884,0.05456077,0.05635885,0.05810131,0.05978644,0.06141256,0.06297808,0.06448144,0.06592117,0.06729585,0.06860411,0.06984466,0.07101629,0.07211784,0.07314821,0.07410639,0.07499144,0.07580248,0.07653872,0.07719942,0.07778393,0.07829168,0.07872217,0.07907496,0.07934972,0.07954617,0.07966412,0.07970345,0.07966412,0.07954617,0.07934972,0.07907496,0.07872217,0.07829168,0.07778393,0.07719942,0.07653872,0.07580249,0.07499144,0.07410639,0.07314821,0.07211784,0.07101630,0.06984467,0.06860411,0.06729585,0.06592118,0.06448145,0.06297808,0.06141257,0.05978644,0.05810132,0.05635885,0.05456077,0.05270884,0.05080489,0.04885081,0.04684851,0.04479999,0.04270725,0.04057236,0.03839743,0.03618461,0.03393608,0.03165406,0.02934080,0.02699858,0.02462972,0.02223655,0.01982144,0.01738677,0.01493494,0.01246837,0.00998949,0.00750076,0.00500462,0.00250355,0.00000000
0.25,0.00247864,0.00495483,0.00742613,0.00989010,0.01234431,0.01478634,0.01721378,0.01962423,0.02201531,0.02438467,0.02672996,0.02904887,0.03133912,0.03359843,0.03582459,0.03801540,0.04016868,0.04228233,0.04435425,0.04638239,0.04836477,0.05029941,0.05218441,0.05401792,0.05579811,0.05752324,0.05919160,0.06080154,0.06235148,0.06383989,0.06526529,0.06662629,0.06792154,0.06914975,0.07030972,0.07140030,0.07242042,0.07336908,0.07424532,0.07504829,0.07577720,0.07643133,0.07701003,0.07751272,0.07793893,0.07828821,0.07856024,0.07875473,0.07887151,0.07891044,0.07887151,0.07875473,0.07856024,0.07828821,0.07793893,0.07751272,0.07701003,0.07643133,0.07577720,0.07504829,0.07424532,0.07336908,0.07242043,0.07140031,0.07030972,0.06914975,0.06792154,0.06662629,0.06526530,0.06383989,0.06235148,0.06080154,0.05919160,0.05752324,0.05579811,0.05401792,0.05218441,0.05029941,0.04836477,0.04638240,0.04435425,0.04228233,0.04016869,0.03801540,0.03582459,0.03359843,0.03133912,0.02904887,0.02672996,0.02438467,0.02201531,0.01962423,0.01721378,0.01478634,0.01234431,0.00989010,0.00742613,0.00495483,0.00247864,0.00000000
0.26,0.00245398,0.00490553,0.00735224,0.00979170,0.01222149,0.01463923,0.01704251,0.01942898,0.02179627,0.02414205,0.02646401,0.02875985,0.03102731,0.03326415,0.03546816,0.03763716,0.03976903,0.04186164,0.04391295,0.04592092,0.04788356,0.04979896,0.05166521,0.05348047,0.05524295,0.05695091,0.05860267,0.06019660,0.06173112,0.06320472,0.06461594,0.06596340,0.06724575,0.06846175,0.06961018,0.07068991,0.07169988,0.07263909,0.07350662,0.07430160,0.07502326,0.07567088,0.07624382,0.07674151,0.07716348,0.07750929,0.07777861,0.07797117,0.07808678,0.07812533,0.07808678,0.07797117,0.07777861,0.07750929,0.07716348,0.07674152,0.07624382,0.07567088,0.07502326,0.07430160,0.07350662,0.07263909,0.07169988,0.07068991,0.06961018,0.06846175,0.06724576,0.06596340,0.06461594,0.06320472,0.06173112,0.06019660,0.05860268,0.05695092,0.05524295,0.05348047,0.05166521,0.04979896,0.04788357,0.04592092,0.04391295,0.04186165,0.03976903,0.03763717,0.03546816,0.03326415,0.03102731,0.02875985,0.02646401,0.02414206,0.02179627,0.01942898,0.01704251,0.01463923,0.01222149,0.00979170,0.00735224,0.00490553,0.00245398,0.00000000
0.27,0.00242956,0.00485672,0.00727909,0.00969428,0.01209990,0.01449357,0.01687295,0.01923567,0.02157941,0.02390185,0.02620071,0.02847371,0.03071860,0.03293319,0.03511527,0.03726269,0.03937335,0.04144514,0.04347604,0.04546403,0.04740715,0.04930349,0.05115117,0.05294837,0.05469331,0.05638428,0.05801961,0.05959768,0.06111693,0.06257587,0.06397305,0.06530710,0.06657670,0.06778059,0.06891759,0.06998659,0.07098651,0.07191637,0.07277527,0.07356234,0.07427682,0.07491799,0.07548523,0.07597798,0.07639574,0.07673811,0.07700475,0.07719540,0.07730986,0.07734803,0.07730986,0.07719540,0.07700475,0.07673811,0.07639574,0.07597798,0.07548523,0.07491800,0.07427682,0.07356234,0.07277527,0.07191638,0.07098651,0.06998659,0.06891760,0.06778059,0.06657670,0.06530710,0.06397305,0.06257587,0.06111693,0.05959768,0.05801961,0.05638429,0.05469331,0.05294837,0.05115117,0.04930349,0.04740715,0.04546403,0.04347604,0.04144515,0.03937335,0.03726270,0.03511527,0.03293319,0.03071861,0.02847371,0.02620071,0.02390186,0.02157941,0.01923567,0.01687295,0.01449358,0.01209990,0.00969428,0.00727909,0.00485672,0.00242956,0.00000000
0.28,0.00240539,0.00480840,0.00720667,0.00959783,0.01197951,0.01434937,0.01670507,0.01904429,0.02136471,0.02366404,0.02594003,0.02819041,0.03041297,0.03260552,0.03476589,0.03689195,0.03898160,0.04103279,0.04304348,0.04501169,0.04693547,0.04881294,0.05064224,0.05242156,0.05414914,0.05582329,0.05744235,0.05900471,0.06050885,0.06195327,0.06333655,0.06465733,0.06591429,0.06710621,0.06823190,0.06929026,0.07028023,0.07120085,0.07205120,0.07283044,0.07353781,0.07417260,0.07473420,0.07522204,0.07563565,0.07597461,0.07623860,0.07642734,0.07654067,0.07657845,0.07654067,0.07642734,0.07623860,0.07597461,0.07563565,0.07522204,0.07473420,0.07417260,0.07353781,0.07283044,0.07205120,0.07120085,0.07028023,0.06929026,0.06823190,0.06710621,0.06591430,0.06465733,0.06333655,0.06195327,0.06050885,0.05900471,0.05744235,0.05582329,0.05414915,0.05242156,0.05064224,0.04881295,0.04693548,0.04501169,0.04304348,0.04103279,0.03898161,0.03689195,0.03476589,0.03260552,0.03041297,0.02819041,0.02594003,0.02366404,0.02136471,0.01904429,0.01670507,0.01434937,0.01197951,0.00959783,0.00720667,0.00480840,0.00240539,0.00000000
0.29,0.00238146,0.00476056,0.00713497,0.00950233,0.01186032,0.01420660,0.01653887,0.01885481,0.02115214,0.02342860,0.02568194,0.02790993,0.03011038,0.03228111,0.03441999,0.03652490,0.03859376,0.04062453,0.04261522,0.04456384,0.04646849,0.04832728,0.05013838,0.05189999,0.05361039,0.05526788,0.05687083,0.05841765,0.05990682,0.06133687,0.06270639,0.06401402,0.06525848,0.06643854,0.06755303,0.06860086,0.06958098,0.07049244,0.07133433,0.07210582,0.07280615,0.07343462,0.07399063,0.07447362,0.07488311,0.07521871,0.07548006,0.07566693,0.07577913,0.07581654,0.07577913,0.07566694,0.07548006,0.07521871,0.07488311,0.07447362,0.07399063,0.07343463,0.07280615,0.07210582,0.07133433,0.07049244,0.06958098,0.06860086,0.06755303,0.06643854,0.06525848,0.06401402,0.06270639,0.06133687,0.05990682,0.05841765,0.05687083,0.05526788,0.05361039,0.05190000,0.05013838,0.04832728,0.04646849,0.04456385,0.04261522,0.04062454,0.03859376,0.03652490,0.03441999,0.03228111,0.03011038,0.02790993,0.02568194,0.02342860,0.02115214,0.01885481,0.01653887,0.01420660,0.01186032,0.00950233,0.00713497,0.00476056,0.00238146,0.00000000
0.3,0.00235776,0.00471319,0.00706398,0.00940779,0.01174232,0.01406526,0.01637431,0.01866721,0.02094169,0.02319550,0.02542642,0.02763224,0.02981080,0.03195993,0.03407753,0.03616149,0.03820977,0.04022034,0.04219122,0.04412046,0.04600616,0.04784645,0.04963953,0.05138362,0.05307700,0.05471799,0.05630499,0.05783642,0.05931078,0.06072660,0.06208249,0.06337712,0.06460920,0.06577751,0.06688092,0.06791832,0.06888869,0.06979108,0.07062459,0.07138840,0.07208176,0.07270399,0.07325447,0.07373265,0.07413807,0.07447032,0.07472908,0.07491409,0.07502517,0.07506221,0.07502517,0.07491409,0.07472908,0.07447032,0.07413807,0.07373265,0.07325447,0.07270399,0.07208177,0.07138840,0.07062459,0.06979108,0.06888869,0.06791832,0.06688092,0.06577752,0.06460920,0.06337712,0.06208250,0.06072660,0.05931078,0.05783643,0.05630499,0.05471800,0.05307700,0.05138362,0.04963953,0.04784645,0.04600616,0.04412046,0.04219122,0.04022034,0.03820977,0.03616150,0.03407753,0.03195994,0.02981080,0.02763224,0.02542642,0.02319550,0.02094169,0.01866721,0.01637431,0.01406526,0.01174232,0.00940779,0.00706398,0.00471320,0.00235776,0.00000000
0.31,0.00233430,0.00466630,0.00699369,0.00931419,0.01162549,0.01392531,0.01621140,0.01848148,0.02073333,0.02296472,0.02517344,0.02735732,0.02951420,0.03164195,0.03373848,0.03580171,0.03782961,0.03982017,0.04177144,0.04368148,0.04554842,0.04737041,0.04914564,0.05087238,0.05254891,0.05417358,0.05574479,0.05726098,0.05872067,0.06012241,0.06146481,0.06274655,0.06396637,0.06512306,0.06621549,0.06724257,0.06820328,0.06909669,0.06992191,0.07067813,0.07136459,0.07198063,0.07252563,0.07299905,0.07340043,0.07372938,0.07398557,0.07416874,0.07427871,0.07431538,0.07427871,0.07416874,0.07398557,0.07372938,0.07340044,0.07299905,0.07252563,0.07198063,0.07136459,0.07067813,0.06992191,0.06909669,0.06820329,0.06724257,0.06621549,0.06512307,0.06396637,0.06274655,0.06146481,0.06012241,0.05872067,0.05726099,0.05574479,0.05417358,0.05254891,0.05087238,0.04914564,0.04737041,0.04554842,0.04368149,0.04177144,0.03982017,0.03782961,0.03580171,0.03373848,0.03164195,0.02951420,0.02735732,0.02517344,0.02296472,0.02073333,0.01848148,0.01621140,0.01392531,0.01162549,0.00931419,0.00699370,0.00466630,0.00233430,0.00000000
0.32,0.00231108,0.00461987,0.00692411,0.00922152,0.01150982,0.01378676,0.01605010,0.01829760,0.02052704,0.02273623,0.02492298,0.02708513,0.02922055,0.03132713,0.03340280,0.03544550,0.03745322,0.03942398,0.04135584,0.04324688,0.04509524,0.04689910,0.04865667,0.05036623,0.05202608,0.05363458,0.05519016,0.05669127,0.05813643,0.05952422,0.06085327,0.06212226,0.06332994,0.06447513,0.06555668,0.06657354,0.06752470,0.06840922,0.06922623,0.06997492,0.07065455,0.07126446,0.07180404,0.07227275,0.07267014,0.07299581,0.07324945,0.07343080,0.07353968,0.07357598,0.07353968,0.07343080,0.07324945,0.07299582,0.07267014,0.07227275,0.07180404,0.07126446,0.07065455,0.06997492,0.06922623,0.06840922,0.06752470,0.06657354,0.06555668,0.06447513,0.06332994,0.06212226,0.06085327,0.05952422,0.05813643,0.05669127,0.05519016,0.05363458,0.05202608,0.05036623,0.04865667,0.04689910,0.04509524,0.04324688,0.04135584,0.03942398,0.03745322,0.03544550,0.03340280,0.03132713,0.02922055,0.02708513,0.02492298,0.02273623,0.02052705,0.01829760,0.01605010,0.01378677,0.01150982,0.00922152,0.00692411,0.00461987,0.00231108,0.00000000
0.33,0.00228808,0.00457391,0.00685522,0.00912977,0.01139530,0.01364959,0.01589041,0.01811555,0.02032281,0.02251002,0.02467501,0.02681564,0.02892982,0.03101544,0.03307046,0.03509284,0.03708058,0.03903174,0.04094437,0.04281659,0.04464657,0.04643248,0.04817256,0.04986511,0.05150845,0.05310095,0.05464105,0.05612722,0.05755801,0.05893199,0.06024781,0.06150417,0.06269984,0.06383363,0.06490443,0.06591117,0.06685287,0.06772858,0.06853746,0.06927871,0.06995158,0.07055542,0.07108962,0.07155368,0.07194711,0.07226955,0.07252066,0.07270020,0.07280800,0.07284394,0.07280800,0.07270020,0.07252066,0.07226955,0.07194711,0.07155368,0.07108963,0.07055542,0.06995158,0.06927871,0.06853747,0.06772859,0.06685287,0.06591117,0.06490443,0.06383363,0.06269984,0.06150418,0.06024781,0.05893199,0.05755801,0.05612722,0.05464105,0.05310095,0.05150845,0.04986511,0.04817256,0.04643248,0.04464657,0.04281660,0.04094437,0.03903174,0.03708058,0.03509284,0.03307046,0.03101544,0.02892982,0.02681564,0.02467501,0.02251002,0.02032281,0.01811555,0.01589041,0.01364959,0.01139530,0.00912977,0.00685522,0.00457391,0.00228808,0.00000000
0.34,0.00226532,0.00452840,0.00678701,0.00903893,0.01128193,0.01351379,0.01573231,0.01793531,0.02012061,0.02228605,0.02442950,0.02654884,0.02864198,0.03070686,0.03274142,0.03474368,0.03671165,0.03864339,0.04053699,0.04239059,0.04420236,0.04597050,0.04769327,0.04936898,0.05099596,0.05257262,0.05409740,0.05556879,0.05698534,0.05834565,0.05964838,0.06089224,0.06207601,0.06319852,0.06425866,0.06525539,0.06618772,0.06705472,0.06785555,0.06858942,0.06925560,0.06985343,0.07038232,0.07084176,0.07123128,0.07155050,0.07179912,0.07197687,0.07208360,0.07211919,0.07208360,0.07197688,0.07179912,0.07155050,0.07123128,0.07084176,0.07038232,0.06985343,0.06925560,0.06858942,0.06785556,0.06705472,0.06618772,0.06525539,0.06425867,0.06319853,0.06207602,0.06089224,0.05964838,0.05834565,0.05698534,0.05556879,0.05409740,0.05257262,0.05099597,0.04936898,0.04769327,0.04597050,0.04420236,0.04239059,0.04053700,0.03864339,0.03671165,0.03474368,0.03274143,0.03070686,0.02864198,0.02654884,0.02442950,0.02228605,0.02012061,0.01793531,0.01573231,0.01351379,0.01128193,0.00903893,0.00678702,0.00452840,0.00226532,0.00000000
0.35,0.00224278,0.00448335,0.00671949,0.00894900,0.01116968,0.01337933,0.01557578,0.01775687,0.01992042,0.02206432,0.02418644,0.02628470,0.02835701,0.03040134,0.03241567,0.03439800,0.03634639,0.03825891,0.04013367,0.04196883,0.04376257,0.04551312,0.04721875,0.04887779,0.05048858,0.05204955,0.05355916,0.05501591,0.05641836,0.05776514,0.05905491,0.06028640,0.06145839,0.06256973,0.06361933,0.06460613,0.06552918,0.06638757,0.06718043,0.06790699,0.06856654,0.06915843,0.06968206,0.07013692,0.07052257,0.07083862,0.07108476,0.07126074,0.07136641,0.07140164,0.07136641,0.07126074,0.07108476,0.07083862,0.07052257,0.07013692,0.06968206,0.06915843,0.06856654,0.06790700,0.06718043,0.06638757,0.06552919,0.06460614,0.06361933,0.06256973,0.06145839,0.06028640,0.05905491,0.05776514,0.05641836,0.05501591,0.05355916,0.05204956,0.05048858,0.04887779,0.04721875,0.04551312,0.04376257,0.04196883,0.04013368,0.03825891,0.03634639,0.03439800,0.03241567,0.03040134,0.02835701,0.02628470,0.02418644,0.02206432,0.01992042,0.01775687,0.01557579,0.01337933,0.01116968,0.00894900,0.00671949,0.00448335,0.00224278,0.00000000
0.36,0.00222047,0.00443874,0.00665263,0.00885996,0.01105854,0.01324622,0.01542081,0.01758019,0.01972222,0.02184479,0.02394580,0.02602318,0.02807487,0.03009886,0.03209315,0.03405576,0.03598476,0.03787826,0.03973437,0.04155126,0.04332715,0.04506029,0.04674895,0.04839148,0.04998625,0.05153169,0.05302628,0.05446853,0.05585703,0.05719041,0.05846734,0.05968658,0.06084691,0.06194720,0.06298635,0.06396334,0.06487721,0.06572705,0.06651202,0.06723136,0.06788434,0.06847034,0.06898876,0.06943910,0.06982091,0.07013381,0.07037750,0.07055174,0.07065635,0.07069123,0.07065635,0.07055174,0.07037750,0.07013381,0.06982091,0.06943910,0.06898876,0.06847034,0.06788434,0.06723136,0.06651202,0.06572705,0.06487721,0.06396334,0.06298635,0.06194720,0.06084692,0.05968658,0.05846735,0.05719041,0.05585703,0.05446853,0.05302628,0.05153169,0.04998625,0.04839148,0.04674895,0.04506029,0.04332716,0.04155126,0.03973437,0.03787826,0.03598477,0.03405576,0.03209315,0.03009886,0.02807487,0.02602318,0.02394580,0.02184479,0.01972223,0.01758020,0.01542081,0.01324622,0.01105855,0.00885996,0.00665263,0.00443874,0.00222047,0.00000000
0.37,0.00219837,0.00439458,0.00658644,0.00877181,0.01094852,0.01311442,0.01526739,0.01740528,0.01952600,0.02162745,0.02370755,0.02576426,0.02779554,0.02979940,0.03177384,0.03371692,0.03562674,0.03750139,0.03933903,0.04113785,0.04289607,0.04461196,0.04628382,0.04791001,0.04948891,0.05101898,0.05249869,0.05392660,0.05530128,0.05662139,0.05788563,0.05909273,0.06024152,0.06133086,0.06235967,0.06332694,0.06423171,0.06507310,0.06585026,0.06656244,0.06720893,0.06778910,0.06830236,0.06874822,0.06912623,0.06943602,0.06967728,0.06984979,0.06995336,0.06998789,0.06995336,0.06984979,0.06967729,0.06943602,0.06912623,0.06874822,0.06830236,0.06778910,0.06720893,0.06656244,0.06585026,0.06507310,0.06423171,0.06332694,0.06235967,0.06133086,0.06024152,0.05909273,0.05788563,0.05662140,0.05530129,0.05392660,0.05249869,0.05101898,0.04948892,0.04791001,0.04628383,0.04461196,0.04289607,0.04113785,0.03933903,0.03750139,0.03562674,0.03371693,0.03177384,0.02979940,0.02779555,0.02576426,0.02370755,0.02162745,0.01952600,0.01740528,0.01526739,0.01311442,0.01094852,0.00877181,0.00658644,0.00439458,0.00219837,0.00000000
0.38,0.00217650,0.00435085,0.00652091,0.00868453,0.01083959,0.01298394,0.01511548,0.01723211,0.01933173,0.02141227,0.02347168,0.02550792,0.02751899,0.02950291,0.03145771,0.03338146,0.03527227,0.03712827,0.03894763,0.04072855,0.04246928,0.04416810,0.04582333,0.04743333,0.04899653,0.05051137,0.05197636,0.05339006,0.05475107,0.05605804,0.05730970,0.05850479,0.05964215,0.06072065,0.06173922,0.06269687,0.06359264,0.06442566,0.06519509,0.06590018,0.06654024,0.06711463,0.06762279,0.06806421,0.06843846,0.06874517,0.06898403,0.06915482,0.06925736,0.06929155,0.06925736,0.06915482,0.06898403,0.06874517,0.06843846,0.06806421,0.06762279,0.06711463,0.06654024,0.06590018,0.06519509,0.06442566,0.06359264,0.06269687,0.06173923,0.06072065,0.05964215,0.05850479,0.05730970,0.05605804,0.05475107,0.05339006,0.05197636,0.05051137,0.04899653,0.04743333,0.04582333,0.04416810,0.04246928,0.04072855,0.03894763,0.03712827,0.03527227,0.03338146,0.03145771,0.02950291,0.02751899,0.02550792,0.02347168,0.02141227,0.01933173,0.01723211,0.01511548,0.01298394,0.01083959,0.00868453,0.00652091,0.00435085,0.00217650,0.00000000
0.39,0.00215485,0.00430756,0.00645603,0.00859813,0.01073174,0.01285476,0.01496509,0.01706066,0.01913939,0.02119923,0.02323815,0.02525413,0.02724519,0.02920937,0.03114472,0.03304933,0.03492133,0.03675886,0.03856012,0.04032333,0.04204673,0.04372865,0.04536741,0.04696140,0.04850904,0.05000881,0.05145922,0.05285886,0.05420632,0.05550030,0.05673950,0.05792270,0.05904874,0.06011651,0.06112495,0.06207307,0.06295993,0.06378466,0.06454643,0.06524451,0.06587820,0.06644688,0.06694998,0.06738701,0.06775753,0.06806119,0.06829768,0.06846677,0.06856829,0.06860214,0.06856829,0.06846677,0.06829768,0.06806119,0.06775753,0.06738701,0.06694998,0.06644688,0.06587820,0.06524451,0.06454643,0.06378466,0.06295993,0.06207307,0.06112495,0.06011651,0.05904875,0.05792270,0.05673950,0.05550030,0.05420633,0.05285886,0.05145923,0.05000881,0.04850904,0.04696140,0.04536741,0.04372865,0.04204674,0.04032333,0.03856012,0.03675887,0.03492133,0.03304933,0.03114472,0.02920937,0.02724520,0.02525413,0.02323815,0.02119923,0.01913939,0.01706066,0.01496509,0.01285476,0.01073174,0.00859813,0.00645603,0.00430756,0.00215485,0.00000000
0.4,0.00213341,0.00426471,0.00639180,0.00851258,0.01062496,0.01272686,0.01481620,0.01689091,0.01894896,0.02098831,0.02300694,0.02500287,0.02697412,0.02891875,0.03083485,0.03272051,0.03457388,0.03639313,0.03817647,0.03992213,0.04162839,0.04329357,0.04491603,0.04649416,0.04802640,0.04951125,0.05094723,0.05233294,0.05366700,0.05494810,0.05617497,0.05734640,0.05846124,0.05951839,0.06051679,0.06145548,0.06233351,0.06315003,0.06390423,0.06459536,0.06522275,0.06578577,0.06628386,0.06671654,0.06708338,0.06738402,0.06761816,0.06778556,0.06788607,0.06791959,0.06788607,0.06778556,0.06761816,0.06738402,0.06708338,0.06671654,0.06628386,0.06578577,0.06522275,0.06459537,0.06390423,0.06315003,0.06233351,0.06145548,0.06051680,0.05951839,0.05846124,0.05734640,0.05617497,0.05494810,0.05366700,0.05233294,0.05094723,0.04951125,0.04802640,0.04649416,0.04491603,0.04329357,0.04162839,0.03992213,0.03817647,0.03639313,0.03457388,0.03272051,0.03083485,0.02891875,0.02697412,0.02500287,0.02300694,0.02098831,0.01894896,0.01689091,0.01481620,0.01272686,0.01062496,0.00851258,0.00639180,0.00426471,0.00213341,0.00000000
0.41,0.00211218,0.00422227,0.00632820,0.00842789,0.01051925,0.01260024,0.01466879,0.01672286,0.01876043,0.02077948,0.02277803,0.02475410,0.02670574,0.02863103,0.03052806,0.03239496,0.03422989,0.03603104,0.03779664,0.03952493,0.04121421,0.04286283,0.04446914,0.04603156,0.04754856,0.04901864,0.05044034,0.05181226,0.05313304,0.05440140,0.05561606,0.05677584,0.05787958,0.05892621,0.05991469,0.06084403,0.06171333,0.06252173,0.06326842,0.06395268,0.06457382,0.06513124,0.06562437,0.06605275,0.06641594,0.06671359,0.06694539,0.06711113,0.06721064,0.06724382,0.06721064,0.06711113,0.06694539,0.06671359,0.06641594,0.06605275,0.06562437,0.06513124,0.06457382,0.06395268,0.06326842,0.06252173,0.06171333,0.06084403,0.05991469,0.05892621,0.05787959,0.05677584,0.05561606,0.05440140,0.05313305,0.05181226,0.05044034,0.04901864,0.04754856,0.04603157,0.04446914,0.04286283,0.04121421,0.03952493,0.03779664,0.03603104,0.03422989,0.03239496,0.03052806,0.02863103,0.02670574,0.02475410,0.02277803,0.02077948,0.01876043,0.01672286,0.01466879,0.01260024,0.01051925,0.00842789,0.00632820,0.00422227,0.00211218,0.00000000
0.42,0.00209116,0.00418027,0.00626524,0.00834403,0.01041459,0.01247487,0.01452284,0.01655648,0.01857377,0.02057274,0.02255140,0.02450781,0.02644003,0.02834616,0.03022432,0.03207265,0.03388932,0.03567255,0.03742058,0.03913168,0.04080415,0.04243636,0.04402669,0.04557358,0.04707548,0.04853093,0.04993848,0.05129675,0.05260440,0.05386013,0.05506271,0.05621095,0.05730371,0.05833993,0.05931857,0.06023867,0.06109932,0.06189967,0.06263893,0.06331638,0.06393135,0.06448322,0.06497145,0.06539556,0.06575514,0.06604982,0.06627932,0.06644341,0.06654193,0.06657478,0.06654193,0.06644341,0.06627932,0.06604982,0.06575514,0.06539556,0.06497145,0.06448322,0.06393135,0.06331638,0.06263893,0.06189967,0.06109932,0.06023867,0.05931857,0.05833993,0.05730372,0.05621095,0.05506271,0.05386013,0.05260440,0.05129675,0.04993848,0.04853093,0.04707548,0.04557358,0.04402670,0.04243637,0.04080416,0.03913168,0.03742058,0.03567255,0.03388932,0.03207265,0.03022432,0.02834617,0.02644004,0.02450781,0.02255140,0.02057274,0.01857377,0.01655648,0.01452284,0.01247487,0.01041459,0.00834403,0.00626524,0.00418027,0.00209116,0.00000000
0.43,0.00207036,0.00413867,0.00620290,0.00826101,0.01031097,0.01235075,0.01437834,0.01639175,0.01838897,0.02036805,0.02232703,0.02426397,0.02617697,0.02806414,0.02992360,0.03175354,0.03355214,0.03531763,0.03704827,0.03874234,0.04039818,0.04201415,0.04358865,0.04512014,0.04660711,0.04804807,0.04944162,0.05078638,0.05208101,0.05332425,0.05451487,0.05565168,0.05673357,0.05775948,0.05872838,0.05963932,0.06049141,0.06128380,0.06201571,0.06268642,0.06329526,0.06384164,0.06432502,0.06474491,0.06510091,0.06539266,0.06561988,0.06578234,0.06587988,0.06591240,0.06587988,0.06578234,0.06561988,0.06539266,0.06510091,0.06474491,0.06432502,0.06384164,0.06329526,0.06268642,0.06201571,0.06128380,0.06049141,0.05963933,0.05872838,0.05775948,0.05673358,0.05565168,0.05451487,0.05332425,0.05208102,0.05078638,0.04944162,0.04804807,0.04660711,0.04512014,0.04358865,0.04201415,0.04039818,0.03874234,0.03704827,0.03531763,0.03355214,0.03175354,0.02992360,0.02806414,0.02617697,0.02426397,0.02232703,0.02036805,0.01838897,0.01639175,0.01437835,0.01235075,0.01031097,0.00826101,0.00620291,0.00413867,0.00207036,0.00000000
0.44,0.00204976,0.00409750,0.00614119,0.00817882,0.01020838,0.01222787,0.01423529,0.01622866,0.01820601,0.02016540,0.02210489,0.02402256,0.02591652,0.02778491,0.02962588,0.03143761,0.03321832,0.03496624,0.03667966,0.03835687,0.03999624,0.04159613,0.04315497,0.04467122,0.04614339,0.04757002,0.04894970,0.05028108,0.05156284,0.05279371,0.05397247,0.05509798,0.05616911,0.05718480,0.05814406,0.05904595,0.05988956,0.06067406,0.06139869,0.06206272,0.06266551,0.06320645,0.06368502,0.06410074,0.06445319,0.06474204,0.06496700,0.06512784,0.06522441,0.06525661,0.06522441,0.06512784,0.06496700,0.06474204,0.06445319,0.06410074,0.06368502,0.06320645,0.06266551,0.06206272,0.06139869,0.06067406,0.05988956,0.05904595,0.05814407,0.05718480,0.05616911,0.05509798,0.05397248,0.05279371,0.05156284,0.05028108,0.04894971,0.04757002,0.04614339,0.04467122,0.04315497,0.04159613,0.03999624,0.03835687,0.03667966,0.03496624,0.03321832,0.03143761,0.02962588,0.02778491,0.02591653,0.02402256,0.02210489,0.02016540,0.01820601,0.01622866,0.01423529,0.01222787,0.01020838,0.00817882,0.00614119,0.00409750,0.00204976,0.00000000
