T,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.45,0.00202937,0.00405673,0.00608009,0.00809745,0.01010681,0.01210621,0.01409365,0.01606719,0.01802487,0.01996477,0.02188496,0.02378355,0.02565867,0.02750847,0.02933112,0.03112482,0.03288781,0.03461834,0.03631471,0.03797524,0.03959830,0.04118227,0.04272560,0.04422677,0.04568429,0.04709673,0.04846268,0.04978081,0.05104982,0.05226844,0.05343548,0.05454978,0.05561025,0.05661585,0.05756556,0.05845847,0.05929369,0.06007039,0.06078781,0.06144523,0.06204202,0.06257758,0.06305139,0.06346297,0.06381192,0.06409789,0.06432061,0.06447985,0.06457546,0.06460734,0.06457546,0.06447985,0.06432061,0.06409789,0.06381192,0.06346297,0.06305139,0.06257758,0.06204202,0.06144523,0.06078781,0.06007039,0.05929369,0.05845847,0.05756556,0.05661585,0.05561026,0.05454978,0.05343548,0.05226844,0.05104982,0.04978081,0.04846268,0.04709673,0.04568429,0.04422677,0.04272560,0.04118227,0.03959830,0.03797524,0.03631471,0.03461835,0.03288781,0.03112483,0.02933112,0.02750847,0.02565867,0.02378355,0.02188496,0.01996477,0.01802487,0.01606719,0.01409366,0.01210621,0.01010682,0.00809745,0.00608009,0.00405673,0.00202937,0.00000000
0.46,0.00200917,0.00401637,0.00601959,0.00801688,0.01000626,0.01198576,0.01395343,0.01590733,0.01784554,0.01976613,0.02166721,0.02354692,0.02540338,0.02723477,0.02903929,0.03081515,0.03256060,0.03427391,0.03595340,0.03759741,0.03920431,0.04077253,0.04230051,0.04378674,0.04522976,0.04662814,0.04798051,0.04928552,0.05054190,0.05174840,0.05290382,0.05400704,0.05505696,0.05605255,0.05699282,0.05787684,0.05870375,0.05947272,0.06018300,0.06083389,0.06142474,0.06195497,0.06242406,0.06283155,0.06317703,0.06346016,0.06368066,0.06383832,0.06393297,0.06396454,0.06393297,0.06383832,0.06368066,0.06346016,0.06317703,0.06283155,0.06242406,0.06195497,0.06142474,0.06083389,0.06018300,0.05947272,0.05870375,0.05787684,0.05699282,0.05605255,0.05505696,0.05400704,0.05290382,0.05174840,0.05054190,0.04928552,0.04798051,0.04662814,0.04522976,0.04378674,0.04230051,0.04077253,0.03920432,0.03759741,0.03595340,0.03427391,0.03256060,0.03081515,0.02903929,0.02723477,0.02540338,0.02354692,0.02166721,0.01976613,0.01784554,0.01590733,0.01395343,0.01198576,0.01000626,0.00801688,0.00601959,0.00401637,0.00200917,0.00000000
0.47,0.00198918,0.00397641,0.00595970,0.00793712,0.00990670,0.01186651,0.01381460,0.01574906,0.01766798,0.01956947,0.02145164,0.02331264,0.02515063,0.02696380,0.02875037,0.03050856,0.03223664,0.03393290,0.03559568,0.03722334,0.03881425,0.04036686,0.04187964,0.04335108,0.04477974,0.04616421,0.04750313,0.04879516,0.05003903,0.05123353,0.05237746,0.05346970,0.05450918,0.05549486,0.05642577,0.05730100,0.05811968,0.05888100,0.05958421,0.06022862,0.06081360,0.06133855,0.06180298,0.06220641,0.06254845,0.06282876,0.06304707,0.06320316,0.06329687,0.06332812,0.06329687,0.06320316,0.06304707,0.06282876,0.06254845,0.06220641,0.06180298,0.06133855,0.06081360,0.06022862,0.05958421,0.05888100,0.05811968,0.05730100,0.05642577,0.05549486,0.05450918,0.05346970,0.05237746,0.05123353,0.05003903,0.04879516,0.04750313,0.04616422,0.04477975,0.04335108,0.04187964,0.04036687,0.03881425,0.03722334,0.03559569,0.03393291,0.03223664,0.03050856,0.02875037,0.02696380,0.02515063,0.02331264,0.02145164,0.01956947,0.01766798,0.01574906,0.01381460,0.01186651,0.00990670,0.00793712,0.00595970,0.00397641,0.00198918,0.00000000
0.48,0.00196939,0.00393684,0.00590041,0.00785815,0.00980813,0.01174844,0.01367715,0.01559237,0.01749220,0.01937476,0.02123820,0.02308069,0.02490040,0.02669553,0.02846432,0.03020501,0.03191590,0.03359529,0.03524153,0.03685298,0.03842807,0.03996524,0.04146296,0.04291976,0.04433421,0.04570491,0.04703050,0.04830967,0.04954117,0.05072378,0.05185633,0.05293771,0.05396684,0.05494271,0.05586437,0.05673089,0.05754142,0.05829517,0.05899138,0.05962938,0.06020853,0.06072827,0.06118807,0.06158749,0.06192613,0.06220365,0.06241979,0.06257432,0.06266711,0.06269804,0.06266711,0.06257432,0.06241979,0.06220365,0.06192613,0.06158749,0.06118807,0.06072827,0.06020854,0.05962938,0.05899138,0.05829517,0.05754142,0.05673089,0.05586437,0.05494271,0.05396684,0.05293771,0.05185633,0.05072378,0.04954117,0.04830967,0.04703050,0.04570491,0.04433421,0.04291976,0.04146296,0.03996524,0.03842807,0.03685299,0.03524153,0.03359529,0.03191590,0.03020501,0.02846432,0.02669553,0.02490040,0.02308069,0.02123821,0.01937476,0.01749220,0.01559237,0.01367715,0.01174844,0.00980813,0.00785815,0.00590041,0.00393684,0.00196939,0.00000000
0.49,0.00194980,0.00389767,0.00584170,0.00777996,0.00971055,0.01163155,0.01354107,0.01543723,0.01731816,0.01918199,0.02102690,0.02285105,0.02465265,0.02642992,0.02818111,0.02990449,0.03159835,0.03326104,0.03489089,0.03648632,0.03804573,0.03956760,0.04105043,0.04249274,0.04389311,0.04525017,0.04656257,0.04782902,0.04904827,0.05021911,0.05134039,0.05241101,0.05342990,0.05439606,0.05530855,0.05616644,0.05696891,0.05771516,0.05840445,0.05903610,0.05960949,0.06012406,0.06057928,0.06097473,0.06131000,0.06158476,0.06179874,0.06195174,0.06204360,0.06207423,0.06204360,0.06195174,0.06179874,0.06158476,0.06131000,0.06097473,0.06057928,0.06012406,0.05960949,0.05903610,0.05840445,0.05771516,0.05696891,0.05616644,0.05530855,0.05439606,0.05342990,0.05241101,0.05134039,0.05021911,0.04904827,0.04782902,0.04656257,0.04525017,0.04389311,0.04249274,0.04105043,0.03956761,0.03804574,0.03648632,0.03489089,0.03326104,0.03159836,0.02990449,0.02818111,0.02642992,0.02465265,0.02285105,0.02102690,0.01918199,0.01731816,0.01543723,0.01354107,0.01163155,0.00971055,0.00777996,0.00584170,0.00389767,0.00194980,0.00000000
0.5,0.00193040,0.00385889,0.00578358,0.00770256,0.00961393,0.01151582,0.01340635,0.01528364,0.01714585,0.01899114,0.02081769,0.02262369,0.02440737,0.02616696,0.02790072,0.02960696,0.03128397,0.03293011,0.03454375,0.03612330,0.03766720,0.03917393,0.04064200,0.04206996,0.04345640,0.04479995,0.04609930,0.04735314,0.04856026,0.04971946,0.05082958,0.05188955,0.05289830,0.05385485,0.05475826,0.05560762,0.05640210,0.05714093,0.05782336,0.05844873,0.05901641,0.05952585,0.05997655,0.06036806,0.06069999,0.06097202,0.06118388,0.06133536,0.06142630,0.06145663,0.06142630,0.06133536,0.06118388,0.06097202,0.06069999,0.06036806,0.05997655,0.05952585,0.05901641,0.05844873,0.05782336,0.05714093,0.05640210,0.05560762,0.05475826,0.05385485,0.05289830,0.05188955,0.05082958,0.04971946,0.04856026,0.04735315,0.04609930,0.04479995,0.04345640,0.04206996,0.04064200,0.03917393,0.03766720,0.03612330,0.03454375,0.03293011,0.03128397,0.02960696,0.02790073,0.02616696,0.02440737,0.02262369,0.02081769,0.01899114,0.01714585,0.01528364,0.01340635,0.01151582,0.00961393,0.00770256,0.00578358,0.00385889,0.00193040,0.00000000
0.51,0.00191119,0.00382050,0.00572604,0.00762592,0.00951828,0.01140125,0.01327296,0.01513158,0.01697526,0.01880219,0.02061057,0.02239860,0.02416453,0.02590661,0.02762313,0.02931238,0.03097271,0.03260247,0.03420006,0.03576389,0.03729243,0.03878417,0.04023763,0.04165138,0.04302403,0.04435422,0.04564063,0.04688201,0.04807711,0.04922477,0.05032386,0.05137327,0.05237199,0.05331903,0.05421344,0.05505435,0.05584093,0.05657241,0.05724805,0.05786719,0.05842923,0.05893360,0.05937982,0.05976743,0.06009606,0.06036539,0.06057513,0.06072510,0.06081514,0.06084517,0.06081514,0.06072510,0.06057513,0.06036539,0.06009606,0.05976743,0.05937982,0.05893361,0.05842923,0.05786719,0.05724805,0.05657241,0.05584093,0.05505435,0.05421344,0.05331903,0.05237199,0.05137327,0.05032386,0.04922478,0.04807711,0.04688201,0.04564063,0.04435422,0.04302403,0.04165138,0.04023763,0.03878417,0.03729243,0.03576389,0.03420006,0.03260247,0.03097271,0.02931238,0.02762313,0.02590661,0.02416453,0.02239860,0.02061057,0.01880219,0.01697526,0.01513158,0.01327296,0.01140125,0.00951828,0.00762592,0.00572604,0.00382050,0.00191119,0.00000000
0.52,0.00189218,0.00378249,0.00566907,0.00755005,0.00942358,0.01128781,0.01314090,0.01498103,0.01680637,0.01861512,0.02040550,0.02217575,0.02392411,0.02564886,0.02734829,0.02902074,0.03066455,0.03227809,0.03385979,0.03540806,0.03692139,0.03839829,0.03983729,0.04123697,0.04259596,0.04391292,0.04518653,0.04641556,0.04759877,0.04873502,0.04982316,0.05086214,0.05185092,0.05278853,0.05367405,0.05450659,0.05528535,0.05600954,0.05667846,0.05729145,0.05784789,0.05834725,0.05878902,0.05917278,0.05949814,0.05976478,0.05997245,0.06012092,0.06021007,0.06023979,0.06021007,0.06012092,0.05997245,0.05976478,0.05949814,0.05917278,0.05878902,0.05834725,0.05784789,0.05729145,0.05667846,0.05600954,0.05528535,0.05450659,0.05367405,0.05278853,0.05185092,0.05086214,0.04982316,0.04873502,0.04759877,0.04641556,0.04518654,0.04391292,0.04259597,0.04123698,0.03983729,0.03839829,0.03692139,0.03540806,0.03385979,0.03227810,0.03066455,0.02902074,0.02734829,0.02564886,0.02392411,0.02217575,0.02040550,0.01861512,0.01680637,0.01498103,0.01314090,0.01128781,0.00942358,0.00755005,0.00566907,0.00378249,0.00189218,0.00000000
0.53,0.00187335,0.00374485,0.00561266,0.00747493,0.00932982,0.01117550,0.01301016,0.01483197,0.01663915,0.01842991,0.02020248,0.02195511,0.02368607,0.02539366,0.02707619,0.02873200,0.03035945,0.03195695,0.03352290,0.03505577,0.03655405,0.03801625,0.03944093,0.04082669,0.04217216,0.04347601,0.04473695,0.04595375,0.04712519,0.04825013,0.04932745,0.05035609,0.05133503,0.05226331,0.05314002,0.05396428,0.05473529,0.05545228,0.05611454,0.05672143,0.05727234,0.05776672,0.05820410,0.05858404,0.05890617,0.05917016,0.05937575,0.05952275,0.05961101,0.05964044,0.05961101,0.05952275,0.05937575,0.05917016,0.05890617,0.05858404,0.05820410,0.05776673,0.05727234,0.05672143,0.05611454,0.05545228,0.05473529,0.05396428,0.05314002,0.05226332,0.05133503,0.05035609,0.04932745,0.04825013,0.04712519,0.04595375,0.04473695,0.04347601,0.04217216,0.04082669,0.03944093,0.03801625,0.03655405,0.03505577,0.03352290,0.03195695,0.03035945,0.02873200,0.02707619,0.02539366,0.02368607,0.02195511,0.02020248,0.01842991,0.01663915,0.01483197,0.01301016,0.01117550,0.00932982,0.00747493,0.00561266,0.00374485,0.00187335,0.00000000
0.54,0.00185471,0.00370759,0.00555682,0.00740056,0.00923699,0.01106431,0.01288071,0.01468440,0.01647360,0.01824654,0.02000147,0.02173667,0.02345041,0.02514101,0.02680680,0.02844613,0.03005739,0.03163899,0.03318936,0.03470698,0.03619035,0.03763801,0.03904851,0.04042049,0.04175257,0.04304345,0.04429185,0.04549653,0.04665632,0.04777007,0.04883667,0.04985507,0.05082428,0.05174332,0.05261131,0.05342737,0.05419070,0.05490056,0.05555623,0.05615708,0.05670251,0.05719198,0.05762501,0.05800116,0.05832008,0.05858145,0.05878500,0.05893053,0.05901791,0.05904705,0.05901791,0.05893053,0.05878500,0.05858145,0.05832008,0.05800116,0.05762501,0.05719198,0.05670251,0.05615708,0.05555623,0.05490056,0.05419070,0.05342737,0.05261131,0.05174332,0.05082428,0.04985507,0.04883667,0.04777007,0.04665632,0.04549653,0.04429185,0.04304345,0.04175257,0.04042049,0.03904851,0.03763801,0.03619035,0.03470699,0.03318937,0.03163899,0.03005739,0.02844613,0.02680680,0.02514101,0.02345041,0.02173667,0.02000148,0.01824654,0.01647360,0.01468440,0.01288071,0.01106431,0.00923699,0.00740056,0.00555682,0.00370759,0.00185471,0.00000000
0.55,0.00183626,0.00367071,0.00550153,0.00732693,0.00914509,0.01095423,0.01275256,0.01453830,0.01630970,0.01806500,0.01980247,0.02152040,0.02321709,0.02489087,0.02654009,0.02816311,0.02975834,0.03132420,0.03285915,0.03436167,0.03583028,0.03726353,0.03866000,0.04001832,0.04133715,0.04261519,0.04385117,0.04504387,0.04619212,0.04729478,0.04835077,0.04935904,0.05031860,0.05122851,0.05208785,0.05289579,0.05365153,0.05435433,0.05500348,0.05559835,0.05613835,0.05662295,0.05705167,0.05742408,0.05773983,0.05799859,0.05820012,0.05834421,0.05843072,0.05845956,0.05843072,0.05834421,0.05820012,0.05799859,0.05773983,0.05742408,0.05705167,0.05662295,0.05613835,0.05559835,0.05500348,0.05435433,0.05365154,0.05289580,0.05208785,0.05122851,0.05031860,0.04935904,0.04835077,0.04729478,0.04619212,0.04504387,0.04385117,0.04261519,0.04133715,0.04001833,0.03866000,0.03726353,0.03583028,0.03436167,0.03285915,0.03132420,0.02975834,0.02816311,0.02654009,0.02489087,0.02321709,0.02152040,0.01980247,0.01806500,0.01630970,0.01453830,0.01275256,0.01095423,0.00914509,0.00732693,0.00550153,0.00367071,0.00183626,0.00000000
0.56,0.00181799,0.00363418,0.00544679,0.00725403,0.00905410,0.01084524,0.01262568,0.01439365,0.01614743,0.01788526,0.01960545,0.02130628,0.02298609,0.02464322,0.02627603,0.02788290,0.02946226,0.03101254,0.03253222,0.03401979,0.03547379,0.03689278,0.03827536,0.03962016,0.04092587,0.04219119,0.04341487,0.04459571,0.04573253,0.04682422,0.04786971,0.04886795,0.04981796,0.05071881,0.05156961,0.05236951,0.05311773,0.05381353,0.05445622,0.05504518,0.05557980,0.05605958,0.05648404,0.05685275,0.05716535,0.05742154,0.05762106,0.05776371,0.05784936,0.05787792,0.05784936,0.05776371,0.05762106,0.05742154,0.05716535,0.05685275,0.05648404,0.05605958,0.05557980,0.05504518,0.05445623,0.05381353,0.05311773,0.05236951,0.05156961,0.05071881,0.04981796,0.04886795,0.04786971,0.04682422,0.04573253,0.04459571,0.04341487,0.04219119,0.04092587,0.03962017,0.03827536,0.03689278,0.03547379,0.03401979,0.03253222,0.03101254,0.02946226,0.02788290,0.02627603,0.02464322,0.02298610,0.02130628,0.01960545,0.01788526,0.01614743,0.01439365,0.01262568,0.01084524,0.00905410,0.00725403,0.00544679,0.00363418,0.00181799,0.00000000
0.57,0.00179990,0.00359803,0.00539260,0.00718185,0.00896402,0.01073734,0.01250006,0.01425045,0.01598677,0.01770731,0.01941038,0.02109430,0.02275740,0.02439803,0.02601460,0.02760548,0.02916913,0.03070398,0.03220854,0.03368131,0.03512084,0.03652571,0.03789454,0.03922597,0.04051868,0.04177141,0.04298292,0.04415200,0.04527752,0.04635835,0.04739343,0.04838174,0.04932230,0.05021419,0.05105652,0.05184846,0.05258924,0.05327812,0.05391442,0.05449751,0.05502682,0.05550182,0.05592205,0.05628709,0.05659659,0.05685023,0.05704776,0.05718900,0.05727379,0.05730207,0.05727379,0.05718900,0.05704776,0.05685023,0.05659659,0.05628709,0.05592205,0.05550182,0.05502682,0.05449751,0.05391442,0.05327812,0.05258924,0.05184846,0.05105652,0.05021419,0.04932230,0.04838174,0.04739343,0.04635835,0.04527752,0.04415200,0.04298292,0.04177141,0.04051868,0.03922597,0.03789454,0.03652571,0.03512084,0.03368131,0.03220854,0.03070398,0.02916913,0.02760548,0.02601460,0.02439803,0.02275740,0.02109430,0.01941038,0.01770731,0.01598677,0.01425045,0.01250006,0.01073734,0.00896402,0.00718185,0.00539260,0.00359803,0.00179990,0.00000000
0.58,0.00178199,0.00356223,0.00533895,0.00711040,0.00887483,0.01063051,0.01237569,0.01410866,0.01582771,0.01753114,0.01921726,0.02088442,0.02253097,0.02415529,0.02575576,0.02733082,0.02887891,0.03039850,0.03188808,0.03334620,0.03477141,0.03616230,0.03751751,0.03883569,0.04011554,0.04135581,0.04255526,0.04371272,0.04482703,0.04589711,0.04692189,0.04790037,0.04883157,0.04971458,0.05054853,0.05133260,0.05206601,0.05274803,0.05337800,0.05395529,0.05447933,0.05494961,0.05536566,0.05572707,0.05603348,0.05628460,0.05648017,0.05662000,0.05670395,0.05673195,0.05670395,0.05662000,0.05648017,0.05628460,0.05603348,0.05572707,0.05536566,0.05494961,0.05447933,0.05395529,0.05337800,0.05274803,0.05206601,0.05133260,0.05054853,0.04971458,0.04883157,0.04790037,0.04692189,0.04589711,0.04482703,0.04371272,0.04255526,0.04135581,0.04011554,0.03883569,0.03751751,0.03616230,0.03477141,0.03334620,0.03188808,0.03039850,0.02887891,0.02733082,0.02575576,0.02415529,0.02253097,0.02088442,0.01921726,0.01753114,0.01582771,0.01410866,0.01237569,0.01063051,0.00887483,0.00711040,0.00533895,0.00356223,0.00178199,0.00000000
0.59,0.00176426,0.00352679,0.00528583,0.00703965,0.00878653,0.01052474,0.01225256,0.01396829,0.01567023,0.01735671,0.01902606,0.02067663,0.02230680,0.02391496,0.02549951,0.02705890,0.02859158,0.03009605,0.03157081,0.03301442,0.03442545,0.03580251,0.03714423,0.03844930,0.03971642,0.04094434,0.04213186,0.04327780,0.04438103,0.04544046,0.04645504,0.04742378,0.04834572,0.04921995,0.05004560,0.05082187,0.05154798,0.05222322,0.05284691,0.05341846,0.05393729,0.05440289,0.05481480,0.05517261,0.05547598,0.05572460,0.05591822,0.05605666,0.05613978,0.05616749,0.05613978,0.05605666,0.05591822,0.05572460,0.05547598,0.05517261,0.05481480,0.05440289,0.05393729,0.05341846,0.05284692,0.05222322,0.05154798,0.05082187,0.05004560,0.04921995,0.04834572,0.04742378,0.04645504,0.04544046,0.04438103,0.04327780,0.04213186,0.04094434,0.03971642,0.03844930,0.03714423,0.03580251,0.03442545,0.03301442,0.03157082,0.03009605,0.02859158,0.02705890,0.02549951,0.02391496,0.02230680,0.02067663,0.01902606,0.01735671,0.01567023,0.01396829,0.01225256,0.01052474,0.00878653,0.00703965,0.00528583,0.00352679,0.00176426,0.00000000
0.6,0.00174671,0.00349170,0.00523324,0.00696961,0.00869911,0.01042002,0.01213065,0.01382931,0.01551432,0.01718402,0.01883676,0.02047091,0.02208486,0.02367701,0.02524580,0.02678968,0.02830711,0.02979661,0.03125670,0.03268595,0.03408294,0.03544629,0.03677467,0.03806675,0.03932126,0.04053697,0.04171267,0.04284721,0.04393946,0.04498835,0.04599284,0.04695194,0.04786471,0.04873024,0.04954768,0.05031622,0.05103510,0.05170362,0.05232112,0.05288698,0.05340064,0.05386161,0.05426942,0.05462368,0.05492402,0.05517017,0.05536187,0.05549893,0.05558122,0.05560866,0.05558122,0.05549893,0.05536187,0.05517017,0.05492402,0.05462368,0.05426942,0.05386161,0.05340064,0.05288698,0.05232112,0.05170362,0.05103510,0.05031622,0.04954768,0.04873024,0.04786471,0.04695194,0.04599284,0.04498835,0.04393946,0.04284721,0.04171267,0.04053697,0.03932126,0.03806675,0.03677467,0.03544629,0.03408294,0.03268595,0.03125670,0.02979661,0.02830711,0.02678968,0.02524580,0.02367702,0.02208486,0.02047091,0.01883676,0.01718402,0.01551432,0.01382931,0.01213065,0.01042002,0.00869911,0.00696961,0.00523324,0.00349170,0.00174671,0.00000000
0.61,0.00172933,0.00345696,0.00518117,0.00690027,0.00861256,0.01031635,0.01200996,0.01369172,0.01535996,0.01701305,0.01864935,0.02026724,0.02186513,0.02344144,0.02499462,0.02652313,0.02802547,0.02950015,0.03094572,0.03236074,0.03374383,0.03509362,0.03640878,0.03768800,0.03893003,0.04013365,0.04129765,0.04242090,0.04350229,0.04454074,0.04553524,0.04648480,0.04738848,0.04824540,0.04905471,0.04981560,0.05052733,0.05118920,0.05180055,0.05236078,0.05286934,0.05332572,0.05372947,0.05408020,0.05437756,0.05462125,0.05481105,0.05494674,0.05502822,0.05505538,0.05502822,0.05494674,0.05481105,0.05462125,0.05437756,0.05408020,0.05372947,0.05332572,0.05286934,0.05236078,0.05180055,0.05118920,0.05052733,0.04981560,0.04905471,0.04824540,0.04738848,0.04648480,0.04553524,0.04454074,0.04350229,0.04242090,0.04129765,0.04013365,0.03893003,0.03768800,0.03640878,0.03509362,0.03374383,0.03236074,0.03094572,0.02950015,0.02802547,0.02652313,0.02499462,0.02344144,0.02186513,0.02026724,0.01864935,0.01701305,0.01535996,0.01369172,0.01200996,0.01031635,0.00861256,0.00690027,0.00518117,0.00345696,0.00172933,0.00000000
0.62,0.00171213,0.00342256,0.00512962,0.00683162,0.00852687,0.01021371,0.01189047,0.01355549,0.01520714,0.01684378,0.01846379,0.02006559,0.02164758,0.02320821,0.02474594,0.02625924,0.02774663,0.02920664,0.03063782,0.03203877,0.03340810,0.03474446,0.03604653,0.03731303,0.03854270,0.03973434,0.04088676,0.04199884,0.04306946,0.04409758,0.04508219,0.04602230,0.04691699,0.04776538,0.04856664,0.04931996,0.05002461,0.05067990,0.05128516,0.05183982,0.05234332,0.05279516,0.05319489,0.05354213,0.05383653,0.05407780,0.05426571,0.05440005,0.05448072,0.05450761,0.05448072,0.05440005,0.05426571,0.05407780,0.05383653,0.05354213,0.05319489,0.05279516,0.05234332,0.05183982,0.05128516,0.05067990,0.05002461,0.04931996,0.04856664,0.04776538,0.04691699,0.04602230,0.04508219,0.04409758,0.04306946,0.04199884,0.04088676,0.03973434,0.03854270,0.03731303,0.03604653,0.03474446,0.03340810,0.03203877,0.03063782,0.02920664,0.02774663,0.02625924,0.02474594,0.02320821,0.02164758,0.02006559,0.01846380,0.01684378,0.01520714,0.01355549,0.01189047,0.01021371,0.00852687,0.00683162,0.00512962,0.00342256,0.00171213,0.00000000
0.63,0.00169509,0.00338851,0.00507858,0.00676364,0.00844203,0.01011209,0.01177216,0.01342062,0.01505584,0.01667619,0.01828009,0.01986595,0.02143220,0.02297730,0.02449973,0.02599798,0.02747057,0.02891605,0.03033299,0.03172000,0.03307571,0.03439877,0.03568789,0.03694178,0.03815922,0.03933900,0.04047996,0.04158097,0.04264095,0.04365884,0.04463364,0.04556440,0.04645019,0.04729015,0.04808343,0.04882926,0.04952690,0.05017566,0.05077490,0.05132404,0.05182253,0.05226987,0.05266563,0.05300942,0.05330089,0.05353976,0.05372579,0.05385880,0.05393866,0.05396529,0.05393866,0.05385880,0.05372579,0.05353976,0.05330089,0.05300942,0.05266563,0.05226987,0.05182253,0.05132404,0.05077490,0.05017566,0.04952690,0.04882926,0.04808343,0.04729015,0.04645019,0.04556440,0.04463364,0.04365884,0.04264095,0.04158097,0.04047996,0.03933900,0.03815922,0.03694178,0.03568789,0.03439877,0.03307571,0.03172000,0.03033299,0.02891605,0.02747057,0.02599798,0.02449973,0.02297730,0.02143220,0.01986595,0.01828009,0.01667619,0.01505584,0.01342062,0.01177216,0.01011209,0.00844203,0.00676364,0.00507858,0.00338851,0.00169509,0.00000000
0.64,0.00167823,0.00335479,0.00502805,0.00669635,0.00835804,0.01001148,0.01165504,0.01328709,0.01490604,0.01651027,0.01809821,0.01966829,0.02121896,0.02274869,0.02425597,0.02573931,0.02719725,0.02862835,0.03003120,0.03140441,0.03274662,0.03405652,0.03533281,0.03657423,0.03777956,0.03894760,0.04007721,0.04116726,0.04221669,0.04322446,0.04418956,0.04511106,0.04598804,0.04681963,0.04760502,0.04834343,0.04903413,0.04967644,0.05026972,0.05081340,0.05130692,0.05174982,0.05214164,0.05248200,0.05277057,0.05300707,0.05319125,0.05332294,0.05340200,0.05342837,0.05340200,0.05332294,0.05319125,0.05300707,0.05277057,0.05248200,0.05214164,0.05174982,0.05130692,0.05081340,0.05026972,0.04967644,0.04903413,0.04834343,0.04760502,0.04681963,0.04598804,0.04511106,0.04418956,0.04322446,0.04221669,0.04116726,0.04007721,0.03894760,0.03777956,0.03657423,0.03533281,0.03405652,0.03274662,0.03140441,0.03003120,0.02862835,0.02719725,0.02573931,0.02425597,0.02274869,0.02121896,0.01966829,0.01809821,0.01651027,0.01490604,0.01328709,0.01165504,0.01001148,0.00835804,0.00669635,0.00502805,0.00335479,0.00167823,0.00000000
0.65,0.00166153,0.00332142,0.00497803,0.00662972,0.00827488,0.00991187,0.01153908,0.01315489,0.01475773,0.01634600,0.01791815,0.01947260,0.02100785,0.02252235,0.02401464,0.02548322,0.02692665,0.02834351,0.02973240,0.03109195,0.03242081,0.03371768,0.03498127,0.03621034,0.03740367,0.03856010,0.03967846,0.04075767,0.04179666,0.04279440,0.04374990,0.04466223,0.04553048,0.04635380,0.04713138,0.04786244,0.04854627,0.04918219,0.04976957,0.05030783,0.05079645,0.05123493,0.05162286,0.05195984,0.05224554,0.05247968,0.05266203,0.05279240,0.05287068,0.05289678,0.05287068,0.05279240,0.05266203,0.05247968,0.05224554,0.05195984,0.05162286,0.05123493,0.05079645,0.05030783,0.04976957,0.04918219,0.04854627,0.04786244,0.04713138,0.04635380,0.04553048,0.04466223,0.04374990,0.04279440,0.04179666,0.04075767,0.03967846,0.03856010,0.03740367,0.03621034,0.03498127,0.03371768,0.03242081,0.03109195,0.02973240,0.02834351,0.02692665,0.02548322,0.02401464,0.02252236,0.02100785,0.01947260,0.01791815,0.01634601,0.01475773,0.01315490,0.01153908,0.00991187,0.00827488,0.00662972,0.00497803,0.00332142,0.00166153,0.00000000
0.66,0.00164500,0.00328837,0.00492850,0.00656376,0.00819255,0.00981325,0.01142427,0.01302401,0.01461090,0.01618337,0.01773987,0.01927886,0.02079883,0.02229827,0.02377570,0.02522968,0.02665875,0.02806151,0.02943658,0.03078260,0.03209824,0.03338221,0.03463323,0.03585007,0.03703153,0.03817644,0.03928368,0.04035216,0.04138080,0.04236862,0.04331461,0.04421787,0.04507748,0.04589261,0.04666245,0.04738624,0.04806326,0.04869285,0.04927439,0.04980730,0.05029105,0.05072517,0.05110924,0.05144286,0.05172572,0.05195753,0.05213807,0.05226715,0.05234465,0.05237049,0.05234465,0.05226715,0.05213807,0.05195753,0.05172572,0.05144286,0.05110924,0.05072517,0.05029105,0.04980730,0.04927439,0.04869285,0.04806326,0.04738624,0.04666245,0.04589261,0.04507748,0.04421787,0.04331461,0.04236862,0.04138081,0.04035216,0.03928368,0.03817644,0.03703153,0.03585007,0.03463323,0.03338221,0.03209824,0.03078260,0.02943658,0.02806151,0.02665875,0.02522968,0.02377570,0.02229827,0.02079883,0.01927886,0.01773987,0.01618337,0.01461090,0.01302401,0.01142427,0.00981325,0.00819255,0.00656376,0.00492850,0.00328837,0.00164500,0.00000000
